,ranking,band_singer,song,songurl,titletext,url,year,0
389,90,Darryl Worley,Have You Forgotten?,/wiki/Have_You_Forgotten%3F_(song),Have You Forgotten?,/wiki/Darryl_Worley,2003,90
390,91,Kenny Chesney,"No Shoes, No Shirt, No Problems","/wiki/No_Shoes,_No_Shirt,_No_Problems_(song)","No Shoes, No Shirt, No Problems",/wiki/Kenny_Chesney,2003,91
391,92,Aaliyah,Come Over,/wiki/Come_Over_(Aaliyah_song),Come Over,/wiki/Aaliyah,2003,92
392,93,Field Mob,Sick of Being Lonely,/wiki/Sick_of_Being_Lonely,Sick of Being Lonely,/wiki/Field_Mob,2003,93
393,94,R. Kelly,Step in the Name of Love,/wiki/Step_in_the_Name_of_Love,Step in the Name of Love,/wiki/R._Kelly,2003,94
394,95,Thalía,I Want You,/wiki/I_Want_You_(Thal%C3%ADa_song),I Want You,/wiki/Thal%C3%ADa,2003,95
394,95,Fat Joe,I Want You,/wiki/I_Want_You_(Thal%C3%ADa_song),I Want You,/wiki/Fat_Joe,2003,95
395,96,Audioslave,Like a Stone,/wiki/Like_a_Stone,Like a Stone,/wiki/Audioslave,2003,96
396,97,Norah Jones,Don't Know Why,/wiki/Don%27t_Know_Why,Don't Know Why,/wiki/Norah_Jones,2003,97
397,98,Eminem,Superman,/wiki/Superman_(Eminem_song),Superman,/wiki/Eminem,2003,98
398,99,Tim McGraw,Real Good Man,/wiki/Real_Good_Man,Real Good Man,/wiki/Tim_McGraw,2003,99
399,100,Floetry,Say Yes,/wiki/Say_Yes_(Floetry_song),Say Yes,/wiki/Floetry,2003,100
400,1,Usher,Yeah!,/wiki/Yeah!_(Usher_song),Yeah!,/wiki/Usher_(musician),2004,1
400,1,Lil Jon,Yeah!,/wiki/Yeah!_(Usher_song),Yeah!,/wiki/Lil_Jon,2004,1
400,1,Ludacris,Yeah!,/wiki/Yeah!_(Usher_song),Yeah!,/wiki/Ludacris,2004,1
401,2,Usher,Burn,/wiki/Burn_(Usher_song),Burn,/wiki/Usher_(musician),2004,2
402,3,Alicia Keys,If I Ain't Got You,/wiki/If_I_Ain%27t_Got_You,If I Ain't Got You,/wiki/Alicia_Keys,2004,3
403,4,Maroon 5,This Love,/wiki/This_Love_(Maroon_5_song),This Love,/wiki/Maroon_5,2004,4
404,5,OutKast,The Way You Move,/wiki/The_Way_You_Move,The Way You Move,/wiki/OutKast,2004,5
404,5,Sleepy Brown,The Way You Move,/wiki/The_Way_You_Move,The Way You Move,/wiki/Sleepy_Brown,2004,5
405,6,Hoobastank,The Reason,/wiki/The_Reason_(Hoobastank_song),The Reason,/wiki/Hoobastank,2004,6
406,7,Mario Winans,I Don't Wanna Know,/wiki/I_Don%27t_Wanna_Know_(Mario_Winans_song),I Don't Wanna Know,/wiki/Mario_Winans,2004,7
406,7,Enya,I Don't Wanna Know,/wiki/I_Don%27t_Wanna_Know_(Mario_Winans_song),I Don't Wanna Know,/wiki/Enya,2004,7
406,7,P. Diddy,I Don't Wanna Know,/wiki/I_Don%27t_Wanna_Know_(Mario_Winans_song),I Don't Wanna Know,/wiki/Sean_Combs,2004,7
407,8,OutKast,Hey Ya!,/wiki/Hey_Ya!,Hey Ya!,/wiki/OutKast,2004,8
408,9,Ciara,Goodies,/wiki/Goodies_(song),Goodies,/wiki/Ciara,2004,9
408,9,Petey Pablo,Goodies,/wiki/Goodies_(song),Goodies,/wiki/Petey_Pablo,2004,9
409,10,Terror Squad,Lean Back,/wiki/Lean_Back,Lean Back,/wiki/Terror_Squad_(group),2004,10
410,11,J-Kwon,Tipsy,/wiki/Tipsy_(song),Tipsy,/wiki/J-Kwon,2004,11
411,12,Usher,Confessions Part II,/wiki/Confessions_Part_II,Confessions Part II,/wiki/Usher_(musician),2004,12
412,13,Juvenile,Slow Motion,/wiki/Slow_Motion_(Juvenile_song),Slow Motion,/wiki/Juvenile_(rapper),2004,13
412,13,Soulja Slim,Slow Motion,/wiki/Slow_Motion_(Juvenile_song),Slow Motion,/wiki/Soulja_Slim,2004,13
413,14,Petey Pablo,Freek-a-Leek,/wiki/Freek-a-Leek,Freek-a-Leek,/wiki/Petey_Pablo,2004,14
414,15,3 Doors Down,Here Without You,/wiki/Here_Without_You,Here Without You,/wiki/3_Doors_Down,2004,15
415,16,Twista,Slow Jamz,/wiki/Slow_Jamz,Slow Jamz,/wiki/Twista,2004,16
415,16,Kanye West,Slow Jamz,/wiki/Slow_Jamz,Slow Jamz,/wiki/Kanye_West,2004,16
415,16,Jamie Foxx,Slow Jamz,/wiki/Slow_Jamz,Slow Jamz,/wiki/Jamie_Foxx,2004,16
416,17,Nickelback,Someday,/wiki/Someday_(Nickelback_song),Someday,/wiki/Nickelback,2004,17
417,18,Beyoncé,Naughty Girl,/wiki/Naughty_Girl_(Beyonc%C3%A9_Knowles_song),Naughty Girl,/wiki/Beyonc%C3%A9_Knowles,2004,18
418,19,Evanescence,My Immortal,/wiki/My_Immortal,My Immortal,/wiki/Evanescence,2004,19
419,20,Lil' Flip,Sunshine,/wiki/Sunshine_(Lil%27_Flip_song),Sunshine,/wiki/Lil%27_Flip,2004,20
420,21,Jay-Z,Dirt Off Your Shoulder,/wiki/Dirt_Off_Your_Shoulder,Dirt Off Your Shoulder,/wiki/Jay-Z,2004,21
421,22,Nina Sky,Move Ya Body,/wiki/Move_Ya_Body,Move Ya Body,/wiki/Nina_Sky,2004,22
422,23,Christina Milian,Dip It Low,/wiki/Dip_It_Low,Dip It Low,/wiki/Christina_Milian,2004,23
423,24,Usher,My Boo,/wiki/My_Boo_(Usher_and_Alicia_Keys_song),My Boo,/wiki/Usher_(musician),2004,24
423,24,Alicia Keys,My Boo,/wiki/My_Boo_(Usher_and_Alicia_Keys_song),My Boo,/wiki/Alicia_Keys,2004,24
424,25,Chingy,One Call Away,/wiki/One_Call_Away_(Chingy_song),One Call Away,/wiki/Chingy,2004,25
424,25,J-Weav,One Call Away,/wiki/One_Call_Away_(Chingy_song),One Call Away,/wiki/Jason_Weaver,2004,25
425,26,Beyoncé,"Me, Myself and I","/wiki/Me,_Myself_and_I_(Beyonc%C3%A9_Knowles_song)","Me, Myself and I",/wiki/Beyonc%C3%A9_Knowles,2004,26
426,27,Kevin Lyttle,Turn Me On,/wiki/Turn_Me_On_(Kevin_Lyttle_song),Turn Me On,/wiki/Kevin_Lyttle,2004,27
427,28,Sheryl Crow,The First Cut Is the Deepest,/wiki/The_First_Cut_Is_the_Deepest#Sheryl_Crow_version,The First Cut Is the Deepest,/wiki/Sheryl_Crow,2004,28
428,29,Alicia Keys,You Don't Know My Name,/wiki/You_Don%27t_Know_My_Name,You Don't Know My Name,/wiki/Alicia_Keys,2004,29
429,30,Nelly,My Place,/wiki/My_Place_(Nelly_song),My Place,/wiki/Nelly,2004,30
429,30,Jaheim,My Place,/wiki/My_Place_(Nelly_song),My Place,/wiki/Jaheim,2004,30
430,31,Twista,Overnight Celebrity,/wiki/Overnight_Celebrity,Overnight Celebrity,/wiki/Twista,2004,31
431,32,Cassidy,Hotel,/wiki/Hotel_(song),Hotel,/wiki/Cassidy_(rapper),2004,32
431,32,R. Kelly,Hotel,/wiki/Hotel_(song),Hotel,/wiki/R._Kelly,2004,32
432,33,Linkin Park,Numb,/wiki/Numb_(Linkin_Park_song),Numb,/wiki/Linkin_Park,2004,33
433,34,Alicia Keys,Diary,/wiki/Diary_(Alicia_Keys_song),Diary,/wiki/Alicia_Keys,2004,34
433,34,Tony! Toni! Toné!,Diary,/wiki/Diary_(Alicia_Keys_song),Diary,/wiki/Tony!_Toni!_Ton%C3%A9!,2004,34
434,35,Maroon 5,She Will Be Loved,/wiki/She_Will_Be_Loved,She Will Be Loved,/wiki/Maroon_5,2004,35
435,36,Dido,White Flag,/wiki/White_Flag_(Dido_song),White Flag,/wiki/Dido_(singer),2004,36
436,37,Los Lonely Boys,Heaven,/wiki/Heaven_(Los_Lonely_Boys_song),Heaven,/wiki/Los_Lonely_Boys,2004,37
437,38,No Doubt,It's My Life,/wiki/It%27s_My_Life_(Talk_Talk_song)#No_Doubt_version,It's My Life,/wiki/No_Doubt,2004,38
438,39,Ashlee Simpson,Pieces of Me,/wiki/Pieces_of_Me_(song),Pieces of Me,/wiki/Ashlee_Simpson,2004,39
439,40,JoJo,Leave (Get Out),/wiki/Leave_(Get_Out),Leave (Get Out),/wiki/JoJo_(singer),2004,40
440,41,Kelis,Milkshake,/wiki/Milkshake_(song),Milkshake,/wiki/Kelis,2004,41
441,42,Ludacris,Splash Waterfalls,/wiki/Splash_Waterfalls,Splash Waterfalls,/wiki/Ludacris,2004,42
442,43,Kanye West,Jesus Walks,/wiki/Jesus_Walks_(Kanye_West_song),Jesus Walks,/wiki/Kanye_West,2004,43
443,44,Akon,Locked Up,/wiki/Locked_Up_(song),Locked Up,/wiki/Akon,2004,44
443,44,Styles P,Locked Up,/wiki/Locked_Up_(song),Locked Up,/wiki/Styles_P,2004,44
444,45,Ludacris,Stand Up,/wiki/Stand_Up_(Ludacris_song),Stand Up,/wiki/Ludacris,2004,45
444,45,Shawnna,Stand Up,/wiki/Stand_Up_(Ludacris_song),Stand Up,/wiki/Shawnna,2004,45
445,46,Baby Bash,Suga Suga,/wiki/Suga_Suga,Suga Suga,/wiki/Baby_Bash,2004,46
445,46,Frankie J,Suga Suga,/wiki/Suga_Suga,Suga Suga,/wiki/Frankie_J,2004,46
446,47,Kanye West,All Falls Down,/wiki/All_Falls_Down,All Falls Down,/wiki/Kanye_West,2004,47
446,47,Syleena Johnson,All Falls Down,/wiki/All_Falls_Down,All Falls Down,/wiki/Syleena_Johnson,2004,47
447,48,Britney Spears,Toxic,/wiki/Toxic_(song),Toxic,/wiki/Britney_Spears,2004,48
448,49,Ying Yang Twins,Salt Shaker,/wiki/Salt_Shaker_(song),Salt Shaker,/wiki/Ying_Yang_Twins,2004,49
448,49,Lil Jon & the East Side Boyz,Salt Shaker,/wiki/Salt_Shaker_(song),Salt Shaker,/wiki/Lil_Jon,2004,49
449,50,Jessica Simpson,With You,/wiki/With_You_(Jessica_Simpson_song),With You,/wiki/Jessica_Simpson,2004,50
450,51,Switchfoot,Meant to Live,/wiki/Meant_to_Live,Meant to Live,/wiki/Switchfoot,2004,51
451,52,Houston,I Like That,/wiki/I_Like_That_(Houston_song),I Like That,/wiki/Houston_(singer),2004,52
451,52,Chingy,I Like That,/wiki/I_Like_That_(Houston_song),I Like That,/wiki/Chingy,2004,52
451,52,Nate Dogg,I Like That,/wiki/I_Like_That_(Houston_song),I Like That,/wiki/Nate_Dogg,2004,52
451,52,I-20,I Like That,/wiki/I_Like_That_(Houston_song),I Like That,/wiki/I-20_(rapper),2004,52
452,53,Ruben Studdard,Sorry 2004,/wiki/Sorry_2004,Sorry 2004,/wiki/Ruben_Studdard,2004,53
453,54,Avril Lavigne,My Happy Ending,/wiki/My_Happy_Ending,My Happy Ending,/wiki/Avril_Lavigne,2004,54
454,55,Lloyd Banks,On Fire,/wiki/On_Fire_(Lloyd_Banks_song),On Fire,/wiki/Lloyd_Banks,2004,55
455,56,Outkast,Roses,/wiki/Roses_(Outkast_song),Roses,/wiki/Outkast,2004,56
456,57,Jagged Edge,Walked Outta Heaven,/wiki/Walked_Outta_Heaven,Walked Outta Heaven,/wiki/Jagged_Edge_(American_group),2004,57
457,58,Destiny's Child,Lose My Breath,/wiki/Lose_My_Breath,Lose My Breath,/wiki/Destiny%27s_Child,2004,58
458,59,D12,My Band,/wiki/My_Band,My Band,/wiki/D12,2004,59
459,60,Sean Paul,I'm Still in Love with You,/wiki/I%27m_Still_in_Love_with_You_(Sean_Paul_song),I'm Still in Love with You,/wiki/Sean_Paul,2004,60
459,60,Sasha,I'm Still in Love with You,/wiki/I%27m_Still_in_Love_with_You_(Sean_Paul_song),I'm Still in Love with You,/wiki/Sasha_(deejay),2004,60
460,61,Kanye West,Through the Wire,/wiki/Through_the_Wire,Through the Wire,/wiki/Kanye_West,2004,61
461,62,Jadakiss,Why?,/wiki/Why%3F_(Jadakiss_song),Why?,/wiki/Jadakiss,2004,62
462,63,Eamon,Fuck It (I Don't Want You Back),/wiki/Fuck_It_(I_Don%27t_Want_You_Back),Fuck It (I Don't Want You Back),/wiki/Eamon_(singer),2004,63
463,64,Avant,Read Your Mind,/wiki/Read_Your_Mind,Read Your Mind,/wiki/Avant_(singer),2004,64
463,64,Snoop Dogg,Read Your Mind,/wiki/Read_Your_Mind,Read Your Mind,/wiki/Snoop_Dogg,2004,64
464,65,Lil' Flip,Game Over (Flip),/wiki/Game_Over_(Flip),Game Over (Flip),/wiki/Lil%27_Flip,2004,65
465,66,Finger Eleven,One Thing,/wiki/One_Thing_(Finger_Eleven_song),One Thing,/wiki/Finger_Eleven,2004,66
466,67,LL Cool J,Headsprung,/wiki/Headsprung,Headsprung,/wiki/LL_Cool_J,2004,67
467,68,YoungBloodZ,Damn!,/wiki/Damn!_(song),Damn!,/wiki/YoungBloodZ,2004,68
467,68,Lil Jon,Damn!,/wiki/Damn!_(song),Damn!,/wiki/Lil_Jon,2004,68
468,69,Beyoncé,Baby Boy,/wiki/Baby_Boy_(Beyonc%C3%A9_Knowles_song),Baby Boy,/wiki/Beyonc%C3%A9_Knowles,2004,69
468,69,Sean Paul,Baby Boy,/wiki/Baby_Boy_(Beyonc%C3%A9_Knowles_song),Baby Boy,/wiki/Sean_Paul,2004,69
469,70,Lil Jon & the East Side Boyz,Get Low,/wiki/Get_Low_(Lil_Jon_%26_the_East_Side_Boyz_song),Get Low,/wiki/Lil_Jon,2004,70
469,70,Ying Yang Twins,Get Low,/wiki/Get_Low_(Lil_Jon_%26_the_East_Side_Boyz_song),Get Low,/wiki/Ying_Yang_Twins,2004,70
470,71,Snoop Dogg,Drop It Like It's Hot,/wiki/Drop_It_Like_It%27s_Hot,Drop It Like It's Hot,/wiki/Snoop_Dogg,2004,71
470,71,Pharrell,Drop It Like It's Hot,/wiki/Drop_It_Like_It%27s_Hot,Drop It Like It's Hot,/wiki/Pharrell_Williams,2004,71
471,72,Monica,U Should've Known Better,/wiki/U_Should%27ve_Known_Better,U Should've Known Better,/wiki/Monica_(singer),2004,72
472,73,Ryan Cabrera,On the Way Down,/wiki/On_the_Way_Down,On the Way Down,/wiki/Ryan_Cabrera,2004,73
473,74,Kelly Clarkson,Breakaway,/wiki/Breakaway_(Kelly_Clarkson_song),Breakaway,/wiki/Kelly_Clarkson,2004,74
474,75,Santana,Why Don't You & I,/wiki/Why_Don%27t_You_%26_I,Why Don't You & I,/wiki/Santana_(band),2004,75
474,75,Alex Band,Why Don't You & I,/wiki/Why_Don%27t_You_%26_I,Why Don't You & I,/wiki/Alex_Band,2004,75
475,76,Jet,Are You Gonna Be My Girl,/wiki/Are_You_Gonna_Be_My_Girl,Are You Gonna Be My Girl,/wiki/Jet_(band),2004,76
476,77,Five for Fighting,100 Years,/wiki/100_Years_(song),100 Years,/wiki/Five_for_Fighting,2004,77
477,78,R. Kelly,Step in the Name of Love,/wiki/Step_in_the_Name_of_Love,Step in the Name of Love,/wiki/R._Kelly,2004,78
478,79,Linkin Park,Breaking the Habit,/wiki/Breaking_the_Habit_(song),Breaking the Habit,/wiki/Linkin_Park,2004,79
479,80,Nick Cannon,Gigolo,/wiki/Gigolo_(Nick_Cannon_song),Gigolo,/wiki/Nick_Cannon,2004,80
479,80,R. Kelly,Gigolo,/wiki/Gigolo_(Nick_Cannon_song),Gigolo,/wiki/R._Kelly,2004,80
480,81,Tim McGraw,Live Like You Were Dying,/wiki/Live_Like_You_Were_Dying_(song),Live Like You Were Dying,/wiki/Tim_McGraw,2004,81
481,82,Alan Jackson,Remember When,/wiki/Remember_When_(Alan_Jackson_song),Remember When,/wiki/Alan_Jackson,2004,82
482,83,Britney Spears,Everytime,/wiki/Everytime,Everytime,/wiki/Britney_Spears,2004,83
483,84,Lloyd,Southside,/wiki/Southside_(Lloyd_song),Southside,/wiki/Lloyd_(singer),2004,84
483,84,Ashanti,Southside,/wiki/Southside_(Lloyd_song),Southside,/wiki/Ashanti_(entertainer),2004,84
484,85,Beenie Man,Dude,/wiki/Dude_(song),Dude,/wiki/Beenie_Man,2004,85
485,86,G-Unit,Wanna Get to Know You,/wiki/Wanna_Get_to_Know_You,Wanna Get to Know You,/wiki/G-Unit,2004,86
485,86,Joe,Wanna Get to Know You,/wiki/Wanna_Get_to_Know_You,Wanna Get to Know You,/wiki/Joe_(singer),2004,86
486,87,Chingy,Holidae In,/wiki/Holidae_In,Holidae In,/wiki/Chingy,2004,87
486,87,Ludacris,Holidae In,/wiki/Holidae_In,Holidae In,/wiki/Ludacris,2004,87
486,87,Snoop Dogg,Holidae In,/wiki/Holidae_In,Holidae In,/wiki/Snoop_Dogg,2004,87
487,88,The Black Eyed Peas,Let's Get It Started,/wiki/Let%27s_Get_It_Started,Let's Get It Started,/wiki/The_Black_Eyed_Peas,2004,88
488,89,Kenny Chesney,When the Sun Goes Down,/wiki/When_the_Sun_Goes_Down_(Kenny_Chesney_and_Uncle_Kracker_song),When the Sun Goes Down,/wiki/Kenny_Chesney,2004,89
488,89,Uncle Kracker,When the Sun Goes Down,/wiki/When_the_Sun_Goes_Down_(Kenny_Chesney_and_Uncle_Kracker_song),When the Sun Goes Down,/wiki/Uncle_Kracker,2004,89
489,90,Toby Keith,American Soldier,/wiki/American_Soldier_(song),American Soldier,/wiki/Toby_Keith,2004,90
490,91,Jay-Z,Change Clothes,/wiki/Change_Clothes,Change Clothes,/wiki/Jay-Z,2004,91
491,92,Avril Lavigne,Don't Tell Me,/wiki/Don%27t_Tell_Me_(Avril_Lavigne_song),Don't Tell Me,/wiki/Avril_Lavigne,2004,92
492,93,Keith Urban,You'll Think of Me,/wiki/You%27ll_Think_of_Me,You'll Think of Me,/wiki/Keith_Urban,2004,93
493,94,R. Kelly,Happy People,/wiki/Happy_People_(R._Kelly_song),Happy People,/wiki/R._Kelly,2004,94
494,95,The Black Eyed Peas,Hey Mama,/wiki/Hey_Mama_(The_Black_Eyed_Peas_song),Hey Mama,/wiki/The_Black_Eyed_Peas,2004,95
495,96,Nelly,Over and Over,/wiki/Over_and_Over_(Nelly_song),Over and Over,/wiki/Nelly,2004,96
495,96,Tim McGraw,Over and Over,/wiki/Over_and_Over_(Nelly_song),Over and Over,/wiki/Tim_McGraw,2004,96
496,97,Gretchen Wilson,Redneck Woman,/wiki/Redneck_Woman,Redneck Woman,/wiki/Gretchen_Wilson,2004,97
497,98,Eminem,Just Lose It,/wiki/Just_Lose_It,Just Lose It,/wiki/Eminem,2004,98
498,99,John Michael Montgomery,Letters from Home,/wiki/Letters_from_Home_(song),Letters from Home,/wiki/John_Michael_Montgomery,2004,99
499,100,Kenny Chesney,I Go Back,/wiki/I_Go_Back,I Go Back,/wiki/Kenny_Chesney,2004,100
500,1,Mariah Carey,We Belong Together,/wiki/We_Belong_Together_(Mariah_Carey_song),We Belong Together,/wiki/Mariah_Carey,2005,1
501,2,Gwen Stefani,Hollaback Girl,/wiki/Hollaback_Girl,Hollaback Girl,/wiki/Gwen_Stefani,2005,2
502,3,Mario,Let Me Love You,/wiki/Let_Me_Love_You_(Mario_song),Let Me Love You,/wiki/Mario_(entertainer),2005,3
503,4,Kelly Clarkson,Since U Been Gone,/wiki/Since_U_Been_Gone,Since U Been Gone,/wiki/Kelly_Clarkson,2005,4
504,5,Ciara,"1, 2 Step","/wiki/1,_2_Step","1, 2 Step",/wiki/Ciara,2005,5
504,5,Missy Elliott,"1, 2 Step","/wiki/1,_2_Step","1, 2 Step",/wiki/Missy_Elliott,2005,5
505,6,Kanye West,Gold Digger,/wiki/Gold_Digger_(Kanye_West_song),Gold Digger,/wiki/Kanye_West,2005,6
505,6,Jamie Foxx,Gold Digger,/wiki/Gold_Digger_(Kanye_West_song),Gold Digger,/wiki/Jamie_Foxx,2005,6
506,7,Green Day,Boulevard of Broken Dreams,/wiki/Boulevard_of_Broken_Dreams_(Green_Day_song),Boulevard of Broken Dreams,/wiki/Green_Day,2005,7
507,8,50 Cent,Candy Shop,/wiki/Candy_Shop_(50_Cent_song),Candy Shop,/wiki/50_Cent,2005,8
507,8,Olivia,Candy Shop,/wiki/Candy_Shop_(50_Cent_song),Candy Shop,/wiki/Olivia_(singer),2005,8
508,9,The Pussycat Dolls,Don't Cha,/wiki/Don%27t_Cha,Don't Cha,/wiki/The_Pussycat_Dolls,2005,9
508,9,Busta Rhymes,Don't Cha,/wiki/Don%27t_Cha,Don't Cha,/wiki/Busta_Rhymes,2005,9
509,10,Kelly Clarkson,Behind These Hazel Eyes,/wiki/Behind_These_Hazel_Eyes,Behind These Hazel Eyes,/wiki/Kelly_Clarkson,2005,10
510,11,50 Cent,Disco Inferno,/wiki/Disco_Inferno_(50_Cent_song),Disco Inferno,/wiki/50_Cent,2005,11
511,12,Lifehouse,You and Me,/wiki/You_and_Me_(Lifehouse_song),You and Me,/wiki/Lifehouse_(band),2005,12
512,13,The Black Eyed Peas,Don't Phunk with My Heart,/wiki/Don%27t_Phunk_with_My_Heart,Don't Phunk with My Heart,/wiki/The_Black_Eyed_Peas,2005,13
513,14,Missy Elliott,Lose Control,/wiki/Lose_Control_(Missy_Elliott_song),Lose Control,/wiki/Missy_Elliott,2005,14
513,14,Ciara,Lose Control,/wiki/Lose_Control_(Missy_Elliott_song),Lose Control,/wiki/Ciara,2005,14
513,14,Fatman Scoop,Lose Control,/wiki/Lose_Control_(Missy_Elliott_song),Lose Control,/wiki/Fatman_Scoop,2005,14
514,15,Mariah Carey,Shake It Off,/wiki/Shake_It_Off_(Mariah_Carey_song),Shake It Off,/wiki/Mariah_Carey,2005,15
515,16,The Killers,Mr. Brightside,/wiki/Mr._Brightside,Mr. Brightside,/wiki/The_Killers,2005,16
516,17,50 Cent,Just a Lil Bit,/wiki/Just_a_Lil_Bit,Just a Lil Bit,/wiki/50_Cent,2005,17
517,18,Rihanna,Pon de Replay,/wiki/Pon_de_Replay,Pon de Replay,/wiki/Rihanna,2005,18
518,19,The Game,How We Do,/wiki/How_We_Do_(song),How We Do,/wiki/Game_(rapper),2005,19
518,19,50 Cent,How We Do,/wiki/How_We_Do_(song),How We Do,/wiki/50_Cent,2005,19
519,20,Weezer,Beverly Hills,/wiki/Beverly_Hills_(song),Beverly Hills,/wiki/Weezer,2005,20
520,21,Ciara,Oh,/wiki/Oh_(Ciara_song),Oh,/wiki/Ciara,2005,21
520,21,Ludacris,Oh,/wiki/Oh_(Ciara_song),Oh,/wiki/Ludacris,2005,21
521,22,Rob Thomas,Lonely No More,/wiki/Lonely_No_More,Lonely No More,/wiki/Rob_Thomas_(musician),2005,22
522,23,Snoop Dogg,Drop It Like It's Hot,/wiki/Drop_It_Like_It%27s_Hot,Drop It Like It's Hot,/wiki/Snoop_Dogg,2005,23
522,23,Pharrell,Drop It Like It's Hot,/wiki/Drop_It_Like_It%27s_Hot,Drop It Like It's Hot,/wiki/Pharrell_Williams,2005,23
523,24,The Game,Hate It or Love It,/wiki/Hate_It_or_Love_It,Hate It or Love It,/wiki/Game_(rapper),2005,24
523,24,50 Cent,Hate It or Love It,/wiki/Hate_It_or_Love_It,Hate It or Love It,/wiki/50_Cent,2005,24
524,25,Lil Jon,Lovers & Friends,/wiki/Lovers_%26_Friends,Lovers & Friends,/wiki/Lil_Jon,2005,25
524,25,Usher,Lovers & Friends,/wiki/Lovers_%26_Friends,Lovers & Friends,/wiki/Usher_(entertainer),2005,25
524,25,Ludacris,Lovers & Friends,/wiki/Lovers_%26_Friends,Lovers & Friends,/wiki/Ludacris,2005,25
525,26,Destiny's Child,Soldier,/wiki/Soldier_(Destiny%27s_Child_song),Soldier,/wiki/Destiny%27s_Child,2005,26
525,26,T.I.,Soldier,/wiki/Soldier_(Destiny%27s_Child_song),Soldier,/wiki/T.I.,2005,26
525,26,Lil Wayne,Soldier,/wiki/Soldier_(Destiny%27s_Child_song),Soldier,/wiki/Lil_Wayne,2005,26
526,27,Kelly Clarkson,Breakaway,/wiki/Breakaway_(Kelly_Clarkson_song),Breakaway,/wiki/Kelly_Clarkson,2005,27
527,28,Will Smith,Switch,/wiki/Switch_(Will_Smith_song),Switch,/wiki/Will_Smith,2005,28
528,29,Bow Wow,Let Me Hold You,/wiki/Let_Me_Hold_You,Let Me Hold You,/wiki/Bow_Wow_(rapper),2005,29
528,29,Omarion,Let Me Hold You,/wiki/Let_Me_Hold_You,Let Me Hold You,/wiki/Omarion,2005,29
529,30,Bow Wow,Like You,/wiki/Like_You_(Bow_Wow_song),Like You,/wiki/Bow_Wow_(rapper),2005,30
529,30,Ciara,Like You,/wiki/Like_You_(Bow_Wow_song),Like You,/wiki/Ciara,2005,30
530,31,Gwen Stefani,Rich Girl,/wiki/Rich_Girl_(Gwen_Stefani_song),Rich Girl,/wiki/Gwen_Stefani,2005,31
530,31,Eve,Rich Girl,/wiki/Rich_Girl_(Gwen_Stefani_song),Rich Girl,/wiki/Eve_(entertainer),2005,31
531,32,The Black Eyed Peas,My Humps,/wiki/My_Humps,My Humps,/wiki/The_Black_Eyed_Peas,2005,32
532,33,Frankie J,Obsession (No Es Amor),/wiki/Obsession_(No_Es_Amor),Obsession (No Es Amor),/wiki/Frankie_J,2005,33
532,33,Baby Bash,Obsession (No Es Amor),/wiki/Obsession_(No_Es_Amor),Obsession (No Es Amor),/wiki/Baby_Bash,2005,33
533,34,Usher,Caught Up,/wiki/Caught_Up_(Usher_song),Caught Up,/wiki/Usher_(entertainer),2005,34
534,35,DHT,Listen to Your Heart,/wiki/Listen_to_Your_Heart_(Roxette_song)#DHT_cover,Listen to Your Heart,/wiki/DHT_(band),2005,35
534,35,Edmee,Listen to Your Heart,/wiki/Listen_to_Your_Heart_(Roxette_song)#DHT_cover,Listen to Your Heart,/wiki/Edm%C3%A9e_Daenen,2005,35
535,36,Papa Roach,Scars,/wiki/Scars_(Papa_Roach_song),Scars,/wiki/Papa_Roach,2005,36
536,37,Gorillaz,Feel Good Inc.,/wiki/Feel_Good_Inc.,Feel Good Inc.,/wiki/Gorillaz,2005,37
537,38,3 Doors Down,Let Me Go,/wiki/Let_Me_Go_(3_Doors_Down_song),Let Me Go,/wiki/3_Doors_Down,2005,38
538,39,Green Day,Holiday,/wiki/Holiday_(Green_Day_song),Holiday,/wiki/Green_Day,2005,39
539,40,Fall Out Boy,"Sugar, We're Goin Down","/wiki/Sugar,_We%27re_Goin_Down","Sugar, We're Goin Down",/wiki/Fall_Out_Boy,2005,40
540,41,Pretty Ricky,Grind with Me,/wiki/Grind_with_Me,Grind with Me,/wiki/Pretty_Ricky,2005,41
541,42,Chris Brown,Run It!,/wiki/Run_It!,Run It!,/wiki/Chris_Brown_(American_singer),2005,42
541,42,Juelz Santana,Run It!,/wiki/Run_It!,Run It!,/wiki/Juelz_Santana,2005,42
542,43,Nickelback,Photograph,/wiki/Photograph_(Nickelback_song),Photograph,/wiki/Nickelback,2005,43
543,44,Akon,Lonely,/wiki/Lonely_(Akon_song),Lonely,/wiki/Akon,2005,44
544,45,Howie Day,Collide,/wiki/Collide_(Howie_Day_song),Collide,/wiki/Howie_Day,2005,45
545,46,Green Day,Wake Me Up When September Ends,/wiki/Wake_Me_Up_When_September_Ends,Wake Me Up When September Ends,/wiki/Green_Day,2005,46
546,47,Bobby Valentino,Slow Down,/wiki/Slow_Down_(Bobby_Valentino_song),Slow Down,/wiki/Bobby_V,2005,47
547,48,Nelly,Over and Over,/wiki/Over_and_Over_(Nelly_song),Over and Over,/wiki/Nelly,2005,48
547,48,Tim McGraw,Over and Over,/wiki/Over_and_Over_(Nelly_song),Over and Over,/wiki/Tim_McGraw,2005,48
548,49,Trillville,Some Cut,/wiki/Some_Cut,Some Cut,/wiki/Trillville,2005,49
