,index,artist,ranking,song,songurl,titletext,url,year
1408,8,Ariana Grande,"9
",Problem,/wiki/Problem_(Ariana_Grande_song),Problem,/wiki/Ariana_Grande,2014
1409,9,Sam Smith,"10
",Stay with Me,/wiki/Stay_with_Me_(Sam_Smith_song),Stay with Me,/wiki/Sam_Smith_(singer),2014
1410,10,Pitbull,"11
",Timber,/wiki/Timber_(Pitbull_song),Timber,/wiki/Pitbull_(rapper),2014
1411,11,Bastille,"12
",Pompeii,/wiki/Pompeii_(Bastille_song),Pompeii,/wiki/Bastille_(band),2014
1412,12,Taylor Swift,"13
",Shake It Off,/wiki/Shake_It_Off,Shake It Off,/wiki/Taylor_Swift,2014
1413,13,Nico & Vinz,"14
",Am I Wrong,/wiki/Am_I_Wrong_(song),Am I Wrong,/wiki/Nico_%26_Vinz,2014
1414,14,DJ Snake,"15
",Turn Down for What,/wiki/Turn_Down_for_What,Turn Down for What,/wiki/DJ_Snake,2014
1415,15,Eminem,"16
",The Monster,/wiki/The_Monster_(Eminem_song),The Monster,/wiki/Eminem,2014
1416,16,A Great Big World,"17
",Say Something,/wiki/Say_Something_(A_Great_Big_World_song),Say Something,/wiki/A_Great_Big_World,2014
1417,17,Lorde,"18
",Team,/wiki/Team_(Lorde_song),Team,/wiki/Lorde,2014
1418,18,Passenger,"19
",Let Her Go,/wiki/Let_Her_Go_(Passenger_song),Let Her Go,/wiki/Passenger_(singer),2014
1419,19,Lorde,"20
",Royals,/wiki/Royals_(song),Royals,/wiki/Lorde,2014
1420,20,Idina Menzel,"21
",Let It Go,/wiki/Let_It_Go_(Disney_song),Let It Go,/wiki/Idina_Menzel,2014
1421,21,Avicii,"22
",Wake Me Up,/wiki/Wake_Me_Up_(Avicii_song),Wake Me Up,/wiki/Avicii,2014
1422,22,Imagine Dragons,"23
",Demons,/wiki/Demons_(Imagine_Dragons_song),Demons,/wiki/Imagine_Dragons,2014
1423,23,One Direction,"24
",Story of My Life,/wiki/Story_of_My_Life_(One_Direction_song),Story of My Life,/wiki/One_Direction,2014
1424,24,Sia,"25
",Chandelier,/wiki/Chandelier_(Sia_song),Chandelier,/wiki/Sia_Furler,2014
1425,25,Iggy Azalea,"26
",Black Widow,/wiki/Black_Widow_(Iggy_Azalea_song),Black Widow,/wiki/Iggy_Azalea,2014
1426,26,Jessie J,"27
",Bang Bang,"/wiki/Bang_Bang_(Jessie_J,_Ariana_Grande_and_Nicki_Minaj_song)",Bang Bang,/wiki/Jessie_J,2014
1427,27,Disclosure,"28
",Latch,/wiki/Latch_(song),Latch,/wiki/Disclosure_(band),2014
1428,28,Maroon 5,"29
",Maps,/wiki/Maps_(Maroon_5_song),Maps,/wiki/Maroon_5,2014
1429,29,Chris Brown,"30
",Loyal,/wiki/Loyal_(Chris_Brown_song),Loyal,/wiki/Chris_Brown,2014
1430,30,American Authors,"31
",Best Day of My Life,/wiki/Best_Day_of_My_Life,Best Day of My Life,/wiki/American_Authors,2014
1431,31,Tove Lo,"32
",Habits (Stay High),/wiki/Habits_(Stay_High),Habits (Stay High),/wiki/Tove_Lo,2014
1432,32,Calvin Harris,"33
",Summer,/wiki/Summer_(Calvin_Harris_song),Summer,/wiki/Calvin_Harris,2014
1433,33,Charli XCX,"34
",Boom Clap,/wiki/Boom_Clap,Boom Clap,/wiki/Charli_XCX,2014
1434,34,Beyoncé,"35
",Drunk in Love,/wiki/Drunk_in_Love,Drunk in Love,/wiki/Beyonc%C3%A9,2014
1435,35,Nicki Minaj,"36
",Anaconda,/wiki/Anaconda_(Nicki_Minaj_song),Anaconda,/wiki/Nicki_Minaj,2014
1436,36,Ariana Grande,"37
",Break Free,/wiki/Break_Free_(Ariana_Grande_song),Break Free,/wiki/Ariana_Grande,2014
1437,37,Enrique Iglesias,"38
",Bailando,/wiki/Bailando_(Enrique_Iglesias_song),Bailando,/wiki/Enrique_Iglesias,2014
1438,38,Ellie Goulding,"39
",Burn,/wiki/Burn_(Ellie_Goulding_song),Burn,/wiki/Ellie_Goulding,2014
1439,39,Jason Derulo,"40
",Wiggle,/wiki/Wiggle_(song),Wiggle,/wiki/Jason_Derulo,2014
1440,40,Clean Bandit,"41
",Rather Be,/wiki/Rather_Be_(Clean_Bandit_song),Rather Be,/wiki/Clean_Bandit,2014
1441,41,Jeremih,"42
",Don't Tell 'Em,/wiki/Don%27t_Tell_%27Em,Don't Tell 'Em,/wiki/Jeremih,2014
1442,42,Kid Ink,"43
",Show Me,/wiki/Show_Me_(Kid_Ink_song),Show Me,/wiki/Kid_Ink,2014
1443,43,Miley Cyrus,"44
",Wrecking Ball,/wiki/Wrecking_Ball_(Miley_Cyrus_song),Wrecking Ball,/wiki/Miley_Cyrus,2014
1444,44,Justin Timberlake,"45
",Not a Bad Thing,/wiki/Not_a_Bad_Thing,Not a Bad Thing,/wiki/Justin_Timberlake,2014
1445,45,Katy Perry,"46
",Roar,/wiki/Roar_(song),Roar,/wiki/Katy_Perry,2014
1446,46,Paramore,"47
",Ain't It Fun,/wiki/Ain%27t_It_Fun_(Paramore_song),Ain't It Fun,/wiki/Paramore,2014
1447,47,Aloe Blacc,"48
",The Man,/wiki/The_Man_(Aloe_Blacc_song),The Man,/wiki/Aloe_Blacc,2014
1448,48,Florida Georgia Line,"49
",This Is How We Roll,/wiki/This_Is_How_We_Roll,This Is How We Roll,/wiki/Florida_Georgia_Line,2014
1449,49,MKTO,"50
",Classic,/wiki/Classic_(MKTO_song),Classic,/wiki/MKTO,2014
1450,50,Coldplay,"51
",A Sky Full of Stars,/wiki/A_Sky_Full_of_Stars,A Sky Full of Stars,/wiki/Coldplay,2014
1451,51,Ed Sheeran,"52
",Don't,/wiki/Don%27t_(Ed_Sheeran_song),Don't,/wiki/Ed_Sheeran,2014
1452,52,Trey Songz,"53
",Na Na,/wiki/Na_Na_(song),Na Na,/wiki/Trey_Songz,2014
1453,53,Bobby Shmurda,"54
",Hot Boy,/wiki/Hot_Nigga,Hot Boy,/wiki/Bobby_Shmurda,2014
1454,54,Drake,"55
","Hold On, We're Going Home","/wiki/Hold_On,_We%27re_Going_Home","Hold On, We're Going Home",/wiki/Drake_(rapper),2014
1455,55,Ed Sheeran,"56
",Sing,/wiki/Sing_(Ed_Sheeran_song),Sing,/wiki/Ed_Sheeran,2014
1456,56,Imagine Dragons,"57
",Radioactive,/wiki/Radioactive_(Imagine_Dragons_song),Radioactive,/wiki/Imagine_Dragons,2014
1457,57,YG,"58
",My Hitta,/wiki/My_Nigga,My Hitta,/wiki/YG_(rapper),2014
1458,58,Echosmith,"59
",Cool Kids,/wiki/Cool_Kids_(Echosmith_song),Cool Kids,/wiki/Echosmith,2014
1459,59,Avicii,"60
",Hey Brother,/wiki/Hey_Brother,Hey Brother,/wiki/Avicii,2014
1460,60,Jason Derulo,"61
",Trumpets,/wiki/Trumpets_(Jason_Derulo_song),Trumpets,/wiki/Jason_Derulo,2014
1461,61,Maroon 5,"62
",Animals,/wiki/Animals_(Maroon_5_song),Animals,/wiki/Maroon_5,2014
1462,62,Jason Aldean,"63
",Burnin' It Down,/wiki/Burnin%27_It_Down,Burnin' It Down,/wiki/Jason_Aldean,2014
1463,63,Luke Bryan,"64
",Play It Again,/wiki/Play_It_Again_(Luke_Bryan_song),Play It Again,/wiki/Luke_Bryan,2014
1464,64,Tinashe,"65
",2 On,/wiki/2_On,2 On,/wiki/Tinashe,2014
1465,65,Florida Georgia Line,"66
",Dirt,/wiki/Dirt_(Florida_Georgia_Line_song),Dirt,/wiki/Florida_Georgia_Line,2014
1466,66,OneRepublic,"67
",Love Runs Out,/wiki/Love_Runs_Out,Love Runs Out,/wiki/OneRepublic,2014
1467,67,Brantley Gilbert,"68
",Bottoms Up,/wiki/Bottoms_Up_(Brantley_Gilbert_song),Bottoms Up,/wiki/Brantley_Gilbert,2014
1468,68,Becky G,"69
",Shower,/wiki/Shower_(song),Shower,/wiki/Becky_G,2014
1469,69,Rixton,"70
",Me and My Broken Heart,/wiki/Me_and_My_Broken_Heart,Me and My Broken Heart,/wiki/Rixton_(band),2014
1470,70,Martin Garrix,"71
",Animals,/wiki/Animals_(Martin_Garrix_composition),Animals,/wiki/Martin_Garrix,2014
1471,71,Rich Gang,"72
",Lifestyle,/wiki/Lifestyle_(song),Lifestyle,/wiki/Rich_Gang,2014
1472,72,Kenny Chesney,"73
",American Kids,/wiki/American_Kids,American Kids,/wiki/Kenny_Chesney,2014
1473,73,Sara Bareilles,"74
",Brave,/wiki/Brave_(Sara_Bareilles_song),Brave,/wiki/Sara_Bareilles,2014
1474,74,The Neighbourhood,"75
",Sweater Weather,/wiki/Sweater_Weather,Sweater Weather,/wiki/The_Neighbourhood,2014
1475,75,Sam Hunt,"76
",Leave the Night On,/wiki/Leave_the_Night_On,Leave the Night On,/wiki/Sam_Hunt,2014
1476,76,Chris Brown,"77
",New Flame,/wiki/New_Flame,New Flame,/wiki/Chris_Brown,2014
1477,77,Michael Jackson,"78
",Love Never Felt So Good,/wiki/Love_Never_Felt_So_Good,Love Never Felt So Good,/wiki/Michael_Jackson,2014
1478,78,Dierks Bentley,"79
",Drunk on a Plane,/wiki/Drunk_on_a_Plane,Drunk on a Plane,/wiki/Dierks_Bentley,2014
1479,79,Katy Perry,"80
",Birthday,/wiki/Birthday_(Katy_Perry_song),Birthday,/wiki/Katy_Perry,2014
1480,80,Lady Antebellum,"81
",Bartender,/wiki/Bartender_(Lady_Antebellum_song),Bartender,/wiki/Lady_Antebellum,2014
1481,81,Naughty Boy,"82
",La La La,/wiki/La_La_La_(Naughty_Boy_song),La La La,/wiki/Naughty_Boy,2014
1482,82,Robin Thicke,"83
",Blurred Lines,/wiki/Blurred_Lines,Blurred Lines,/wiki/Robin_Thicke,2014
1483,83,Lady Gaga,"84
",Do What U Want,/wiki/Do_What_U_Want,Do What U Want,/wiki/Lady_Gaga,2014
1484,84,Shakira,"85
",Can't Remember to Forget You,/wiki/Can%27t_Remember_to_Forget_You,Can't Remember to Forget You,/wiki/Shakira,2014
1485,85,5 Seconds of Summer,"86
",Amnesia,/wiki/Amnesia_(5_Seconds_of_Summer_song),Amnesia,/wiki/5_Seconds_of_Summer,2014
1486,86,T.I.,"87
",No Mediocre,/wiki/No_Mediocre,No Mediocre,/wiki/T.I.,2014
1487,87,KONGOS,"88
",Come with Me Now,/wiki/Come_with_Me_Now,Come with Me Now,/wiki/Kongos_(band),2014
1488,88,Lil Wayne,"89
",Believe Me,/wiki/Believe_Me_(Lil_Wayne_song),Believe Me,/wiki/Lil_Wayne,2014
1489,89,Mike WiLL Made-It,"90
",23,/wiki/23_(song),23,/wiki/Mike_Will_Made_It,2014
1490,90,Jake Owen,"91
",Beachin',/wiki/Beachin%27,Beachin',/wiki/Jake_Owen,2014
1491,91,Macklemore & Ryan Lewis,"92
",White Walls,/wiki/White_Walls,White Walls,/wiki/Macklemore_%26_Ryan_Lewis,2014
1492,92,5 Seconds of Summer,"93
",She Looks So Perfect,/wiki/She_Looks_So_Perfect,She Looks So Perfect,/wiki/5_Seconds_of_Summer,2014
1493,93,Zedd,"94
",Stay the Night,/wiki/Stay_the_Night_(Zedd_song),Stay the Night,/wiki/Zedd,2014
1494,94,Beyoncé,"95
",Partition,/wiki/Partition_(song),Partition,/wiki/Beyonc%C3%A9,2014
1495,95,ScHoolboy Q,"96
",Studio,/wiki/Studio_(song),Studio,/wiki/ScHoolboy_Q,2014
1496,96,Drake,"97
",0 to 100 / The Catch Up,/wiki/0_to_100_/_The_Catch_Up,0 to 100 / The Catch Up,/wiki/Drake_(rapper),2014
1497,97,Lee Brice,"98
",I Don't Dance,/wiki/I_Don%27t_Dance_(Lee_Brice_song),I Don't Dance,/wiki/Lee_Brice,2014
1498,98,Miranda Lambert,"99
",Somethin' Bad,/wiki/Somethin%27_Bad,Somethin' Bad,/wiki/Miranda_Lambert,2014
1499,99,Miley Cyrus,"100
",Adore You,/wiki/Adore_You,Adore You,/wiki/Miley_Cyrus,2014
1500,0,Mark Ronson,"1
",Uptown Funk,/wiki/Uptown_Funk,Uptown Funk,/wiki/Mark_Ronson,2015
1501,1,Ed Sheeran,"2
",Thinking Out Loud,/wiki/Thinking_Out_Loud,Thinking Out Loud,/wiki/Ed_Sheeran,2015
1502,2,Wiz Khalifa,"3
",See You Again,/wiki/See_You_Again_(Wiz_Khalifa_song),See You Again,/wiki/Wiz_Khalifa,2015
1503,3,Fetty Wap,"4
",Trap Queen,/wiki/Trap_Queen,Trap Queen,/wiki/Fetty_Wap,2015
1504,4,Maroon 5,"5
",Sugar,/wiki/Sugar_(Maroon_5_song),Sugar,/wiki/Maroon_5,2015
1505,5,Walk the Moon,"6
",Shut Up and Dance,/wiki/Shut_Up_and_Dance_(Walk_the_Moon_song),Shut Up and Dance,/wiki/Walk_the_Moon,2015
1506,6,Taylor Swift,"7
",Blank Space,/wiki/Blank_Space,Blank Space,/wiki/Taylor_Swift,2015
1507,7,Silentó,"8
",Watch Me,/wiki/Watch_Me_(Whip/Nae_Nae),Watch Me,/wiki/Silent%C3%B3,2015
1508,8,The Weeknd,"9
",Earned It,/wiki/Earned_It,Earned It,/wiki/The_Weeknd,2015
1509,9,The Weeknd,"10
",The Hills,/wiki/The_Hills_(song),The Hills,/wiki/The_Weeknd,2015
1510,10,OMI,"11
",Cheerleader,/wiki/Cheerleader_(song),Cheerleader,/wiki/Omi_(singer),2015
1511,11,The Weeknd,"12
",Can't Feel My Face,/wiki/Can%27t_Feel_My_Face,Can't Feel My Face,/wiki/The_Weeknd,2015
1512,12,Ellie Goulding,"13
",Love Me Like You Do,/wiki/Love_Me_Like_You_Do,Love Me Like You Do,/wiki/Ellie_Goulding,2015
1513,13,Hozier,"14
",Take Me to Church,/wiki/Take_Me_to_Church,Take Me to Church,/wiki/Hozier_(musician),2015
1514,14,Taylor Swift,"15
",Bad Blood,/wiki/Bad_Blood_(Taylor_Swift_song),Bad Blood,/wiki/Taylor_Swift,2015
1515,15,Major Lazer,"16
",Lean On,/wiki/Lean_On,Lean On,/wiki/Major_Lazer,2015
1516,16,Jason Derulo,"17
",Want to Want Me,/wiki/Want_to_Want_Me,Want to Want Me,/wiki/Jason_Derulo,2015
1517,17,Taylor Swift,"18
",Shake It Off,/wiki/Shake_It_Off_(Taylor_Swift_song),Shake It Off,/wiki/Taylor_Swift,2015
1518,18,Skrillex,"19
",Where Are Ü Now,/wiki/Where_Are_%C3%9C_Now,Where Are Ü Now,/wiki/Skrillex,2015
1519,19,Rachel Platten,"20
",Fight Song,/wiki/Fight_Song_(Rachel_Platten_song),Fight Song,/wiki/Rachel_Platten,2015
1520,20,Fetty Wap,"21
",679,/wiki/679_(song),679,/wiki/Fetty_Wap,2015
1521,21,Meghan Trainor,"22
",Lips Are Movin,/wiki/Lips_Are_Movin,Lips Are Movin,/wiki/Meghan_Trainor,2015
1522,22,Fifth Harmony,"23
",Worth It,/wiki/Worth_It_(Fifth_Harmony_song),Worth It,/wiki/Fifth_Harmony,2015
1523,23,Omarion,"24
",Post to Be,/wiki/Post_to_Be,Post to Be,/wiki/Omarion,2015
1524,24,Andy Grammer,"25
","Honey, I'm Good.","/wiki/Honey,_I%27m_Good.","Honey, I'm Good.",/wiki/Andy_Grammer,2015
1525,25,Sam Smith,"26
",I'm Not the Only One,/wiki/I%27m_Not_the_Only_One,I'm Not the Only One,/wiki/Sam_Smith_(singer),2015
1526,26,Selena Gomez,"27
",Good for You,/wiki/Good_for_You_(song),Good for You,/wiki/Selena_Gomez,2015
1527,27,Meghan Trainor,"28
",All About That Bass,/wiki/All_About_That_Bass,All About That Bass,/wiki/Meghan_Trainor,2015
1528,28,Taylor Swift,"29
",Style,/wiki/Style_(Taylor_Swift_song),Style,/wiki/Taylor_Swift,2015
1529,29,Drake,"30
",Hotline Bling,/wiki/Hotline_Bling,Hotline Bling,/wiki/Drake_(rapper),2015
1530,30,David Guetta,"31
",Hey Mama,/wiki/Hey_Mama_(David_Guetta_song),Hey Mama,/wiki/David_Guetta,2015
1531,31,Flo Rida,"32
",G.D.F.R.,/wiki/G.D.F.R._(song),G.D.F.R.,/wiki/Flo_Rida,2015
1532,32,Justin Bieber,"33
",What Do You Mean?,/wiki/What_Do_You_Mean%3F,What Do You Mean?,/wiki/Justin_Bieber,2015
1533,33,Ed Sheeran,"34
",Photograph,/wiki/Photograph_(Ed_Sheeran_song),Photograph,/wiki/Ed_Sheeran,2015
1534,34,Adele,"35
",Hello,/wiki/Hello_(Adele_song),Hello,/wiki/Adele,2015
1535,35,Shawn Mendes,"36
",Stitches,/wiki/Stitches_(Shawn_Mendes_song),Stitches,/wiki/Shawn_Mendes,2015
1536,36,Tove Lo,"37
",Talking Body,/wiki/Talking_Body,Talking Body,/wiki/Tove_Lo,2015
1537,37,Nick Jonas,"38
",Jealous,/wiki/Jealous_(Nick_Jonas_song),Jealous,/wiki/Nick_Jonas,2015
1538,38,Pitbull,"39
",Time of Our Lives,/wiki/Time_of_Our_Lives_(Pitbull_and_Ne-Yo_song),Time of Our Lives,/wiki/Pitbull_(rapper),2015
1539,39,R. City,"40
",Locked Away,/wiki/Locked_Away,Locked Away,/wiki/R._City,2015
1540,40,Natalie La Rose,"41
",Somebody,/wiki/Somebody_(Natalie_La_Rose_song),Somebody,/wiki/Natalie_La_Rose,2015
1541,41,Rihanna,"42
",FourFiveSeconds,/wiki/FourFiveSeconds,FourFiveSeconds,/wiki/Rihanna,2015
1542,42,Fall Out Boy,"43
",Centuries,/wiki/Centuries_(song),Centuries,/wiki/Fall_Out_Boy,2015
1543,43,Fetty Wap,"44
",My Way,/wiki/My_Way_(Fetty_Wap_song),My Way,/wiki/Fetty_Wap,2015
1544,44,Sam Hunt,"45
",Take Your Time,/wiki/Take_Your_Time_(Sam_Hunt_song),Take Your Time,/wiki/Sam_Hunt_(musician),2015
1545,45,Maroon 5,"46
",Animals,/wiki/Animals_(Maroon_5_song),Animals,/wiki/Maroon_5,2015
1546,46,Big Sean,"47
",I Don't Fuck with You,/wiki/I_Don%27t_Fuck_with_You,I Don't Fuck with You,/wiki/Big_Sean,2015
1547,47,Rihanna,"48
",Bitch Better Have My Money,/wiki/Bitch_Better_Have_My_Money,Bitch Better Have My Money,/wiki/Rihanna,2015
1548,48,Rich Homie Quan,"49
","Flex (Ooh, Ooh, Ooh)","/wiki/Flex_(Ooh,_Ooh,_Ooh)","Flex (Ooh, Ooh, Ooh)",/wiki/Rich_Homie_Quan,2015
1549,49,T-Wayne,"50
",Nasty Freestyle,/wiki/Nasty_Freestyle,Nasty Freestyle,/wiki/T-Wayne,2015
1550,50,Nicki Minaj,"51
",Only,/wiki/Only_(Nicki_Minaj_song),Only,/wiki/Nicki_Minaj,2015
1551,51,Sia,"52
",Elastic Heart,/wiki/Elastic_Heart,Elastic Heart,/wiki/Sia_Furler,2015
1552,52,Demi Lovato,"53
",Cool for the Summer,/wiki/Cool_for_the_Summer,Cool for the Summer,/wiki/Demi_Lovato,2015
1553,53,X Ambassadors,"54
",Renegades,/wiki/Renegades_(X_Ambassadors_song),Renegades,/wiki/X_Ambassadors,2015
1554,54,Usher,"55
",I Don't Mind,/wiki/I_Don%27t_Mind_(Usher_song),I Don't Mind,/wiki/Usher_(musician),2015
1555,55,Ariana Grande,"56
",Love Me Harder,/wiki/Love_Me_Harder,Love Me Harder,/wiki/Ariana_Grande,2015
1556,56,Taylor Swift,"57
",Wildest Dreams,/wiki/Wildest_Dreams_(Taylor_Swift_song),Wildest Dreams,/wiki/Taylor_Swift,2015
1557,57,Sam Smith,"58
",Stay with Me,/wiki/Stay_with_Me_(Sam_Smith_song),Stay with Me,/wiki/Sam_Smith_(singer),2015
1558,58,DJ Snake,"59
",You Know You Like It,/wiki/You_Know_You_Like_It,You Know You Like It,/wiki/DJ_Snake,2015
1559,59,Fall Out Boy,"60
",Uma Thurman,/wiki/Uma_Thurman_(song),Uma Thurman,/wiki/Fall_Out_Boy,2015
1560,60,Beyoncé,"61
",7/11,/wiki/7/11_(song),7/11,/wiki/Beyonc%C3%A9,2015
1561,61,Selena Gomez,"62
",The Heart Wants What It Wants,/wiki/The_Heart_Wants_What_It_Wants,The Heart Wants What It Wants,/wiki/Selena_Gomez,2015
1562,62,Little Big Town,"63
",Girl Crush,/wiki/Girl_Crush,Girl Crush,/wiki/Little_Big_Town,2015
1563,63,Trey Songz,"64
",Slow Motion,/wiki/Slow_Motion_(Trey_Songz_song),Slow Motion,/wiki/Trey_Songz,2015
1564,64,One Direction,"65
",Drag Me Down,/wiki/Drag_Me_Down,Drag Me Down,/wiki/One_Direction,2015
1565,65,Nicki Minaj,"66
",Truffle Butter,/wiki/Truffle_Butter,Truffle Butter,/wiki/Nicki_Minaj,2015
1566,66,Ariana Grande,"67
",One Last Time,/wiki/One_Last_Time_(Ariana_Grande_song),One Last Time,/wiki/Ariana_Grande,2015
1567,67,Nick Jonas,"68
",Chains,/wiki/Chains_(Nick_Jonas_song),Chains,/wiki/Nick_Jonas,2015
1568,68,Meek Mill,"69
",All Eyes on You,/wiki/All_Eyes_on_You,All Eyes on You,/wiki/Meek_Mill,2015
1569,69,Rae Sremmurd,"70
",No Type,/wiki/No_Type,No Type,/wiki/Rae_Sremmurd,2015
1570,70,Vance Joy,"71
",Riptide,/wiki/Riptide_(Vance_Joy_song),Riptide,/wiki/Vance_Joy,2015
1571,71,Jidenna,"72
",Classic Man,/wiki/Classic_Man,Classic Man,/wiki/Jidenna,2015
1572,72,Elle King,"73
",Ex's & Oh's,/wiki/Ex%27s_%26_Oh%27s,Ex's & Oh's,/wiki/Elle_King,2015
1573,73,Meghan Trainor,"74
",Dear Future Husband,/wiki/Dear_Future_Husband,Dear Future Husband,/wiki/Meghan_Trainor,2015
1574,74,Charlie Puth,"75
",Marvin Gaye,/wiki/Marvin_Gaye_(song),Marvin Gaye,/wiki/Charlie_Puth,2015
1575,75,Meghan Trainor,"76
",Like I'm Gonna Lose You,/wiki/Like_I%27m_Gonna_Lose_You,Like I'm Gonna Lose You,/wiki/Meghan_Trainor,2015
1576,76,Tove Lo,"77
",Habits (Stay High),/wiki/Habits_(Tove_Lo_song),Habits (Stay High),/wiki/Tove_Lo,2015
1577,77,James Newton Howard,"78
",The Hanging Tree,/wiki/The_Hanging_Tree_(The_Hunger_Games_song),The Hanging Tree,/wiki/James_Newton_Howard,2015
1578,78,O.T. Genasis,"79
",CoCo,/wiki/CoCo_(O.T._Genasis_song),CoCo,/wiki/O.T._Genasis,2015
1579,79,Jessie J,"80
",Bang Bang,"/wiki/Bang_Bang_(Jessie_J,_Ariana_Grande_and_Nicki_Minaj_song)",Bang Bang,/wiki/Jessie_J,2015
1580,80,Sam Smith,"81
",Lay Me Down,/wiki/Lay_Me_Down_(Sam_Smith_song),Lay Me Down,/wiki/Sam_Smith_(singer),2015
1581,81,ILoveMakonnen,"82
",Tuesday,/wiki/Tuesday_(ILoveMakonnen_song),Tuesday,/wiki/ILoveMakonnen,2015
1582,82,iLoveMemphis,"83
",Hit the Quan,/wiki/Hit_the_Quan,Hit the Quan,/wiki/ILoveMemphis,2015
1583,83,Macklemore & Ryan Lewis,"84
",Downtown,/wiki/Downtown_(Macklemore_%26_Ryan_Lewis_song),Downtown,/wiki/Macklemore_%26_Ryan_Lewis,2015
1584,84,Sam Hunt,"85
",House Party,/wiki/House_Party_(Sam_Hunt_song),House Party,/wiki/Sam_Hunt_(musician),2015
1585,85,Chris Brown,"86
",Ayo,/wiki/Ayo_(Chris_Brown_and_Tyga_song),Ayo,/wiki/Chris_Brown,2015
1586,86,Luke Bryan,"87
",Kick the Dust Up,/wiki/Kick_the_Dust_Up,Kick the Dust Up,/wiki/Luke_Bryan,2015
1587,87,Big Sean,"88
",Blessings,/wiki/Blessings_(Big_Sean_song),Blessings,/wiki/Big_Sean,2015
1588,88,George Ezra,"89
",Budapest,/wiki/Budapest_(George_Ezra_song),Budapest,/wiki/George_Ezra,2015
1589,89,Sia,"90
",Chandelier,/wiki/Chandelier_(Sia_song),Chandelier,/wiki/Sia_Furler,2015
1590,90,Kelly Clarkson,"91
",Heartbeat Song,/wiki/Heartbeat_Song_(Kelly_Clarkson_song),Heartbeat Song,/wiki/Kelly_Clarkson,2015
1591,91,Ed Sheeran,"92
",Don't,/wiki/Don%27t_(Ed_Sheeran_song),Don't,/wiki/Ed_Sheeran,2015
1592,92,Ella Henderson,"93
",Ghost,/wiki/Ghost_(Ella_Henderson_song),Ghost,/wiki/Ella_Henderson,2015
1593,93,Alessia Cara,"94
",Here,/wiki/Here_(Alessia_Cara_song),Here,/wiki/Alessia_Cara,2015
1594,94,Mr Probz,"95
",Waves,/wiki/Waves_(Mr._Probz_song),Waves,/wiki/Mr_Probz,2015
1595,95,Nicky Jam,"96
",El Perdón,/wiki/El_Perd%C3%B3n,El Perdón,/wiki/Nicky_Jam,2015
1596,96,Ne-Yo,"97
",She Knows,/wiki/She_Knows_(Ne-Yo_song),She Knows,/wiki/Ne-Yo,2015
1597,97,One Direction,"98
",Night Changes,/wiki/Night_Changes,Night Changes,/wiki/One_Direction,2015
1598,98,Drake,"99
",Back to Back,/wiki/Back_to_Back_(Drake_song),Back to Back,/wiki/Drake_(rapper),2015
1599,99,Calvin Harris,"100
",How Deep Is Your Love,/wiki/How_Deep_Is_Your_Love_(Calvin_Harris_and_Disciples_song),How Deep Is Your Love,/wiki/Calvin_Harris,2015
1600,0,Justin Bieber,"1
",Love Yourself,/wiki/Love_Yourself,Love Yourself,/wiki/Justin_Bieber,2016
1601,1,Justin Bieber,"2
",Sorry,/wiki/Sorry_(Justin_Bieber_song),Sorry,/wiki/Justin_Bieber,2016
1602,2,Drake,"3
",One Dance,/wiki/One_Dance,One Dance,/wiki/Drake_(musician),2016
1603,3,Rihanna,"4
",Work,/wiki/Work_(Rihanna_song),Work,/wiki/Rihanna,2016
1604,4,Twenty One Pilots,"5
",Stressed Out,/wiki/Stressed_Out,Stressed Out,/wiki/Twenty_One_Pilots,2016
1605,5,Desiigner,"6
",Panda,/wiki/Panda_(song),Panda,/wiki/Desiigner,2016
1606,6,Adele,"7
",Hello,/wiki/Hello_(Adele_song),Hello,/wiki/Adele,2016
1607,7,The Chainsmokers,"8
",Don't Let Me Down,/wiki/Don%27t_Let_Me_Down_(The_Chainsmokers_song),Don't Let Me Down,/wiki/The_Chainsmokers,2016
1608,8,Justin Timberlake,"9
",Can't Stop the Feeling!,/wiki/Can%27t_Stop_the_Feeling!,Can't Stop the Feeling!,/wiki/Justin_Timberlake,2016
1609,9,The Chainsmokers,"10
",Closer,/wiki/Closer_(The_Chainsmokers_song),Closer,/wiki/The_Chainsmokers,2016
1610,10,Sia,"11
",Cheap Thrills,/wiki/Cheap_Thrills_(song),Cheap Thrills,/wiki/Sia_(musician),2016
1611,11,Lukas Graham,"12
",7 Years,/wiki/7_Years_(Lukas_Graham_song),7 Years,/wiki/Lukas_Graham,2016
1612,12,Rihanna,"13
",Needed Me,/wiki/Needed_Me,Needed Me,/wiki/Rihanna,2016
1613,13,Flo Rida,"14
",My House,/wiki/My_House_(Flo_Rida_song),My House,/wiki/Flo_Rida,2016
1614,14,Mike Posner,"15
",I Took a Pill in Ibiza,/wiki/I_Took_a_Pill_in_Ibiza,I Took a Pill in Ibiza,/wiki/Mike_Posner,2016
1615,15,Fifth Harmony,"16
",Work from Home,/wiki/Work_from_Home,Work from Home,/wiki/Fifth_Harmony,2016
1616,16,Calvin Harris,"17
",This Is What You Came For,/wiki/This_Is_What_You_Came_For,This Is What You Came For,/wiki/Calvin_Harris,2016
1617,17,DNCE,"18
",Cake by the Ocean,/wiki/Cake_by_the_Ocean,Cake by the Ocean,/wiki/DNCE,2016
